cartodb_id,the_geom,site_id,name,street,plaque_location,type,town,prov,reason_for_designation,latitude_wgs84,longitude_wgs84,cartodb_georef_status
516,0101000020E6100000EB8B84B69CF352C0FAEDEBC039B34640,599,Symmes Hotel,1 Front Street,<Null>,Historic Sites,Aylmer,Quebec,"Inn built in 1831 for Charles Symmes, founder of Aylmer",45.394522,-75.854916,true
737,0101000020E6100000003ACC97171054C0DE9387855A9F4540,868,Adelaide Hunter Hoodless Homestead,359 Blue Lake Road,<Null>,Historic Sites,St. George,Ontario,Childhood home of activist and organizer Adelaide Hunter Hoodless,43.236867,-80.296783,true
739,0101000020E6100000E3A59BC4205059C0DB6D179AEB784940,870,Inglis Grain Elevators,<Null>,<Null>,Historic Sites,Inglis,Manitoba,"Rare row of standard plan country grain elevators typical of ""Golden Age"" from 1920s to 1940s",50.944086,-101.249236,true
894,0101000020E6100000404D2D5BEB0F50C0E25817B7D1EC4640,2102,Beaubassin,Highway 4,Fort Lawrence,Historic Sites,Fort Lawrence,Nova Scotia,"Major Acadian settlement; pivotal place in 17th- and 18th-century North American geopolitical struggle between the British and French",45.847286,-64.261052,true
239,0101000020E6100000404D2D5BEB0F50C0E25817B7D1EC4640,269,Fort Lawrence,Fort Lawrence Road,<Null>,Historic Sites,Fort Lawrence,Nova Scotia,Erected in 1750 by British troops for the defence of the isthmus of Chignecto and abandoned in 1755 after the capture of Fort Beauséjour,45.847286,-64.261052,true
238,0101000020E6100000404D2D5BEB0F50C0E25817B7D1EC4640,268,Chapman House,Mount Whatley Road,<Null>,Historic Sites,Fort Lawrence,Nova Scotia,"Prosperous late 18th-century farmhouse, 1770s",45.8747,-64.245995,true
489,0101000020E610000036E50AEF72CB53C0DD0720B5897F4540,572,Battle of Cook's Mills,Lyons Creek and Matthews Roads,<Null>,Historic Sites,Cooks Mills,Ontario,"One of final battles of the War of 1812, Americans prevail in battle but later withdraw to Fort Erie",42.997917,-79.1749,true
491,0101000020E61000003ECBF3E0EE5E5E400000000000C03EC0,574,Sir John Johnson House,Highway 19,Located south west of house,Historic Sites,Williamstown,Ontario,"House of famous Loyalist, 1780s",45.145,-74.578778,true
490,0101000020E61000003ECBF3E0EE5E5E400000000000C03EC0,573,Bethune-Thompson House / White House,19730 John Street,north west of house on east side of driveway,Historic Sites,Williamstown,Ontario,"Early Ontario home, begun 1780, historic construction techniques",45.143681,-74.574863,true
771,0101000020E610000024B4E55C8A9751C0F5DBD78173BA4740,1804,Saint-Joseph-de-la-Rive Shipyard,<Null>,<Null>,Historic Sites,Saint-Joseph-de-la-Rive,Quebec,"Between the French regime and the 1960s, the largest builder of ""goélettes"", wooden schooners",47.456603,-70.363239,true
115,0101000020E6100000D28C45D3D9DD58C03EB324404D1D4940,124,Neepawa Court House / Beautiful Plains County Court Building,282 Hamilton Street,Just west of Court House,Historic Sites,Neepawa,Manitoba,"Court house, town hall, jail and theatre, 1884",50.228417,-99.465533,true
842,0101000020E6100000E3A59BC420A05CC08CF337A110D14840,1986,Coleman,18th Avenue and 77th Street,Crowsnest Museum,Historic Sites,Coleman,Alberta,Coal mining landscape illustrating important aspects of mining culture,49.634709,-114.502843,true
873,0101000020E6100000ABECBB22F87F53C04DDBBFB2D22C4840,2063,La Corne Nursing Station,339 Route 111,<Null>,Historic Sites,La Corne,Quebec,"Best extant example of the network of dispensary-residences established by the ""Service medical aux colons""",48.357332,-77.995773,true
335,0101000020E6100000AF25E4839E5957C022C32ADEC84C4840,378,Fort St. Pierre,Calder Drive,"Pither's Point Park (behind ball diamond, where railway bridge crosses Rainy River)",Historic Sites,Fort Frances,Ontario,"French post on Rainy Lake, 1731-58",48.615091,-93.356464,true
31,0101000020E61000000725CCB4FDFD5BC0B5A679C729624B40,32,Notre Dame des Victoires / Lac La Biche Mission,<Null>,<Null>,Historic Sites,Lac La Biche,Alberta,"Important Oblate mission, 1853",54.82334,-112.091431,true
822,0101000020E6100000DBC4C9FD0EC154C083177D0569264540,1922,Sandwich First Baptist Church,3652 Peter Street,Few metres north east of church,Historic Sites,Windsor,Ontario,"Church built to accommodate the growing Black communities created by Underground Railroad refugees, 1851",42.29185,-83.080083,true
492,0101000020E6100000DBC4C9FD0EC154C083177D0569264540,575,François Bâby House,254 Pitt Street West,on post few metres east of house,Historic Sites,Windsor,Ontario,"Classically-inspired residence linked to War of 1812; abandoned during British withdrawal, October 1813",42.318433,-83.042267,true
537,0101000020E610000019ADA3AA098A52C04DDBBFB2D2804640,621,Powerscourt Covered Bridge,1st Concession Road,<Null>,Historic Sites,Powerscourt,Quebec,"Mccallum inflexible arched truss, 1861",45.006983,-74.160962,true
751,0101000020E6100000AF5A99F04B735BC039B4C876BEBB4840,1651,Cypress Hills Massacre,<Null>,1.5 km south of Fort Walsh National Historic Site of Canada,Historic Sites,Merryflat,Saskatchewan,"1873 attack on Nakoda (Assiniboine First Nation) by wolf hunters, North West Mounted Police restored order",49.551067,-109.869112,true
654,0101000020E6100000AF5A99F04B735BC039B4C876BEBB4840,758,Fort Walsh,PO Box 278,<Null>,Historic Sites,Merryflat,Saskatchewan,Early Northwest Mounted Police post,49.572802,-109.881435,true
560,0101000020E6100000E275FD82DDD651C0910A630B416E4740,646,Notre-Dame-de-Lorette Church,73 Maurice-Bastien Boulevard,Huron village,Historic Sites,Wendake,Quebec,"Mission church to the Hurons with 17th-century art objects, 1865",46.856284,-71.354875,true
835,0101000020E6100000E275FD82DDD651C0910A630B416E4740,1958,Old Wendake Historic District,<Null>,<Null>,Historic Sites,Wendake,Quebec,Evolving Huron cultural landscape and community,46.856226,-71.35324,true
955,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,2347,104th Regiment,Queen Street,1965-moved to Queen Street near Carleton Street,Historic Events,Fredericton,New Brunswick,"War of 1812, marches 1100 kms. from Fredericton to Kingston and Fort George in 1813",45.962396,-66.641358,true
689,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,811,Marysville Historic District,<Null>,<Null>,Historic Sites,Fredericton,New Brunswick,Important intact 19th-century company town,45.980587,-66.589779,true
163,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,185,Marysville Cotton Mill,8 River Street,<Null>,Historic Sites,Fredericton,New Brunswick,Typical late 19th-century textile mill,45.978455,-66.588339,true
157,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,179,York County Court House,649 Queen Street,Mounted on building exterior front wall,Historic Sites,Fredericton,New Brunswick,Early brick court house,45.960799,-66.637541,true
156,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,177,St. Paul's United Church,500 George Street,Mounted on building exterior front wall,Historic Sites,Fredericton,New Brunswick,"Fine High Victorian Gothic Revival church, 1886",45.959993,-66.645501,true
155,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,176,St. Anne's Chapel of Ease,201 Westmorland Street,<Null>,Historic Sites,Fredericton,New Brunswick,"Early and excellent example of Gothic Revival chapel, 1846-47",45.960891,-66.648254,true
154,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,173,William Brydone Jack Observatory,5 Bailey Drive - University of New Brunswick,Mounted on exterior front wall of building at University of New Brunswick,Historic Sites,Fredericton,New Brunswick,"First astronomical observatory in Canada, 1851",45.948016,-66.640792,true
153,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,171,Old Government House,20 Woodstock Road,Located in parking lot east of building,Historic Sites,Fredericton,New Brunswick,"Georgian-era vice-regal residence, 1826-28",45.965611,-66.655852,true
152,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,170,Fredericton Military Compound,11 Carleton Street,Mounted on building exterior wall on Guard House,Historic Sites,Fredericton,New Brunswick,Important grouping of British Colonial military buildings,45.962597,-66.640628,true
151,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,169,Fredericton City Hall,397 Queen Street,Mounted on building exterior front wall,Historic Sites,Fredericton,New Brunswick,"Multi-functional municipal hall, 1875-76",45.963497,-66.643112,true
150,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,168,Fort Nashwaak (Naxoat),Union and Gibson Streets,Carleton Park,Historic Sites,Fredericton,New Brunswick,"French fort, 1692-98",45.961754,-66.625415,true
149,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,167,Christ Church Cathedral,100 Brunswick Street at Church Street,"Just west of the church, on the grounds along Church Street",Historic Sites,Fredericton,New Brunswick,"Exceptional example of Gothic Revival style, built in 1845",45.957491,-66.635251,true
148,0101000020E6100000CA37DBDC98AA50C0DBA7E33103F94640,166,Arts Building,<Null>,"Kings College, University of New Brunswick",Historic Sites,Fredericton,New Brunswick,"Oldest extant university building in Canada, 1826-27",45.948274,-66.641256,true
1895,0101000020E6100000BCAE5FB01B2E50C062F3716DA8044640,3287,"Perkins, Simeon",115 Main Street,Perkins House,Historic Persons,Liverpool,Nova Scotia,"Merchant, diarist, legislator (1765-99)",44.040234,-64.711919,true
268,0101000020E6100000BCAE5FB01B2E50C062F3716DA8044640,306,Liverpool Town Hall,221 Main Street,<Null>,Historic Sites,Liverpool,Nova Scotia,Dignified regional reflection of a national building type,44.038761,-64.715277,true
772,0101000020E6100000D1E80E6267CA4BC052499D8026224A40,1806,Battle Harbour Historic District,<Null>,"30 ft from a plaque which was erected in 1997 commemorating ""Labrador Fishery and Battle Harbour"".",Historic Sites,Battle Harbour,Newfoundland and Labrador,District evocative of the 19th- and early 20th-century fishing outports of Newfoundland and Labrador,52.274001,-55.585402,true
683,0101000020E61000002AE3DF675C1653C033E197FA79B74640,805,Gillies Grove and House,412 Gillies Grove,<Null>,Historic Sites,Arnprior,Ontario,Old-growth white pine forest and country house,45.445011,-76.358435,true
712,0101000020E6100000AF7C96E7C17F50C08E75711B0DB84640,840,St. Luke's Anglican Church,Quispamsis Road at Gondola Point Road,<Null>,Historic Sites,Gondola Point,New Brunswick,"Fine Vernacular Wren-Gibbsian church, 1831-33",45.443766,-65.988185,true
116,0101000020E6100000ECC039234A7558C0F60B76C3B6FD4A40,125,Norway House,<Null>,Hudson's Bay Company property,Historic Sites,Norway House,Manitoba,Major 19th-century Hudson's Bay Company post,53.981702,-97.835383,true
50,0101000020E61000001422E010AAE85CC0E5B33C0FEECE4840,53,Fort Steele,Main St.,Fort Steele Heritage Town provincial heritage park,Historic Sites,Fort Steele,British Columbia,1887 North West Mounted Police barracks,49.611672,-115.629659,true
863,0101000020E610000065FCFB8C0BF153C00FB9196EC09B4540,2020,Erland Lee (Musem) Home,552 Ridge Road,<Null>,Historic Sites,Stoney Creek,Ontario,Drafting of the constitution of the first Women's Institute,43.207,-79.722067,true
454,0101000020E610000065FCFB8C0BF153C00FB9196EC09B4540,528,Battle of Stoney Creek,77 King Street West,<Null>,Historic Sites,Stoney Creek,Ontario,"British victory; War of 1812",43.216633,-79.76645,true
916,0101000020E6100000B0726891ED904CC04A0C022B87B64940,2181,Blanc-Sablon,Route 138 just east of bridge over Blanc Sablon River,mounted on two posts beside Route 138 just east of bridge over Blanc Sablon River,Historic Sites,Blanc-Sablon,Quebec,60 archaeological sites reflect the changes that occurred in Aboriginal societies in this region,51.428266,-57.146155,true
16,0101000020E610000065AA605452535CC052EDD3F198994840,16,Temple of the Church of Jesus Christ of Latter Day Saints,348 3 St. W.,<Null>,Historic Sites,Cardston,Alberta,"Monumental modern temple in historic Mormon centre, 1913-1923",49.198228,-113.309153,true
494,0101000020E6100000EB73B515FB2F54C085CE6BEC12914540,577,Old Woodstock Town Hall,466 Dundas Street (corner of Finkle St.),Old Town Hall (now the Oxford County Museum),Historic Sites,Woodstock,Ontario,"Classically inspired civic structure, 1853",43.129429,-80.757473,true
551,0101000020E610000062D68BA19C1A52C071033E3F8CA84640,637,Battle of Lacolle,corner of highway 202 east and 223 north,<Null>,Historic Sites,Notre-Dame-du-Mont-Carmel,Quebec,"Defence against American attack, 1814; War of 1812",45.067556,-73.343815,true
450,0101000020E610000001C11C3D7E0153C0F949B54FC7734640,524,Smiths Falls Railway Station (Canadian Northern),90 William Street West,on west wall of building near main entrance,Historic Sites,Smiths Falls,Ontario,Decorative 1914 Canadian Northern Railway station,44.901541,-76.028454,true
449,0101000020E610000001C11C3D7E0153C0F949B54FC7734640,523,Smiths Falls Bascule Bridge,5 Abbot Street,"Detached Lockstation - 90 m downstream from bridge, near canal locks",Historic Sites,Smiths Falls,Ontario,"Oldest surviving structure of its type, 1912-13",44.895877,-76.028953,true
120,0101000020E61000001B2AC6F99B3858C051DA1B7C61124940,131,Lower Fort Garry,Highway 9,Near entrance to Lower Fort Garry NHSC visitors centre,Historic Sites,Selkirk,Manitoba,"Major centre in 19th-century fur trade, Hudson's Bay Company",50.109699,-96.935293,true
616,0101000020E610000003ECA353570652C02E73BA2C26824640,713,Haskell Free Library and Opera House,1 Church Street,<Null>,Historic Sites,Stanstead,Quebec,"Library / theatre on Canada-United States border, 1901-04",45.005717,-72.09775,true
190,0101000020E61000005131CEDF84E050C01FF46C567DFE4640,217,Meductic Indian Village / Fort Meductic,"Fort Meductic Rd, off highway 165",Mounted on monument approximately 10 paces east of an NB survey marker no. 896,Historic Sites,Meductic,New Brunswick,Principal settlement of the Maliseet First Nation from before the 17th century until the middle of the 18th century,46.025611,-67.539771,true
168,0101000020E61000001EFE9AAC513350C02D26361FD70E4740,190,Free Meeting House,140 Steadman Street,<Null>,Historic Sites,Moncton,New Brunswick,"Meeting house, symbol of ecumenical spirit, built in 1821",46.094009,-64.773928,true
342,0101000020E61000009886E123621054C004CAA65CE1C54540,385,Our Lady of the Immaculate Conception,50 Norfolk Street,<Null>,Historic Sites,Guelph,Ontario,"Exceptional example of High Victorian Gothic Revival church, 1876",43.543069,-80.251423,true
341,0101000020E61000009886E123621054C004CAA65CE1C54540,384,McCrae House,108 Water Street,On a pedestal,Historic Sites,Guelph,Ontario,"Birthplace of author of ""In Flanders Fields""",43.53615,-80.2448,true
340,0101000020E61000009886E123621054C004CAA65CE1C54540,383,Guelph City Hall,59 Carden Street,<Null>,Historic Sites,Guelph,Ontario,"Formal, classical civic building; 1856-57",43.5439,-80.248033,true
972,0101000020E61000005A47551344C94FC05890662C9A524640,2364,Arrival of Foreign Protestants in Nova Scotia (1749-1756),<Null>,<Null>,Historic Events,Halifax,Nova Scotia,"Earliest German-speaking emigrant group to form stable, lasting communities in what is now Canada",44.647212,-63.607802,true
928,0101000020E61000005A47551344C94FC05890662C9A524640,2236,Memorial Tower,Parkhill Road,Sir Sandford Fleming Park,Historic Sites,Halifax,Nova Scotia,"Rare example of a building whose architectural design expresses well its purpose and meaning; prominent site speaks forcefully to Halifax’s special relationship with the British Empire",44.630058,-63.597331,true
913,0101000020E61000005A47551344C94FC05890662C9A524640,2176,Granville Block,"Granville, Hollis, Duke Streets",<Null>,Historic Sites,Halifax,Nova Scotia,Rehabilitation of this city block in the 1970s was an early and influential demonstration that heritage conservation is a viable approach to urban planning and redevelopment,44.649879,-63.574374,true
784,0101000020E61000005A47551344C94FC05890662C9A524640,1834,St. Mary's Basilica,1508 Barrington St. (at Spring Garden Rd.),On wall of church,Historic Sites,Halifax,Nova Scotia,"Central role in the religious history of Nova Scotia, 1820-29",44.644309,-63.573161,true
779,0101000020E61000005A47551344C94FC05890662C9A524640,1813,Pier 21,1055 Marginal Road,"Mounted on post outside of Pier 21, next to War Brides and Post War Immigration plaque",Historic Sites,Halifax,Nova Scotia,Highly specialized building type related to early 20th-century Canadian immigration and post war immigration,44.638267,-63.565489,true
760,0101000020E61000005A47551344C94FC05890662C9A524640,1788,Little Dutch (Deutsch) Church,Brunswick at Gerrish Streets,Inset into stone wall beside cemetery,Historic Sites,Halifax,Nova Scotia,"Oldest known surviving church in Canada associated with the German-Canadian community, 1756-60",44.655756,-63.585771,true
757,0101000020E61000005A47551344C94FC05890662C9A524640,1782,Africville,<Null>,Seaview Memorial Park,Historic Sites,Halifax,Nova Scotia,"Community representative of Black settlement in Nova Scotia; an enduring symbol to Black Canadians",44.675312,-63.616698,true
690,0101000020E61000005A47551344C94FC05890662C9A524640,812,Province House,1741 Hollis Street,Mounted on stone gate,Historic Sites,Halifax,Nova Scotia,Historic legislative building in outstanding Palladian style,44.648161,-63.573253,true
677,0101000020E61000005A47551344C94FC05890662C9A524640,799,Hydrostone District,"Kaye, Isleville, Duffus and Novalea Streets",<Null>,Historic Sites,Halifax,Nova Scotia,"Public housing in Garden Suburb style, 1920s",44.662023,-63.599125,true
673,0101000020E61000005A47551344C94FC05890662C9A524640,794,Halifax Waterfront Buildings,Upper Water Street,<Null>,Historic Sites,Halifax,Nova Scotia,Commercial grouping reflecting Halifax's 19th-century development,44.650192,-63.573341,true
265,0101000020E61000005A47551344C94FC05890662C9A524640,303,York Redoubt,Shore Road and Purcell's Cove Road,<Null>,Historic Sites,Halifax,Nova Scotia,Major seaward defences of Halifax Harbour from the American Revolutionary War until World War II,44.596822,-63.553214,true
264,0101000020E61000005A47551344C94FC05890662C9A524640,301,St. Paul's Anglican Church,1749 Argyle Street,<Null>,Historic Sites,Halifax,Nova Scotia,"Early Palladian church, serving official Halifax, 1750",44.647593,-63.574676,true
263,0101000020E61000005A47551344C94FC05890662C9A524640,300,St. George's Anglican Church / Round Church,2222 Brunswick Street,Mounted on a cut stone plinth at side of church,Historic Sites,Halifax,Nova Scotia,"Unique Palladian style round church, 1800-12",44.653205,-63.582797,true
262,0101000020E61000005A47551344C94FC05890662C9A524640,298,S.S. Acadia,1675 Lower Water Street,Maritime Museum,Historic Sites,Halifax,Nova Scotia,"Lead role in charting Hudson Bay, launched 1913",44.647869,-63.569988,true
261,0101000020E61000005A47551344C94FC05890662C9A524640,295,Prince of Wales Tower,Tower Road,at Point Pleasant Park,Historic Sites,Halifax,Nova Scotia,"Late 18th-century stone defence tower, 1796-99",44.621483,-63.569698,true
260,0101000020E61000005A47551344C94FC05890662C9A524640,293,Jonathan McCully House,2507 Brunswick Street,<Null>,Historic Sites,Halifax,Nova Scotia,"Italianate urban residence of politician and Father of Confederation, Jonathan McCully",44.657364,-63.587806,true
259,0101000020E61000005A47551344C94FC05890662C9A524640,292,HMCS Sackville,1655 Lower Water Street,<Null>,Historic Sites,Halifax,Nova Scotia,"Only surviving Flower-class corvette; Battle of Atlantic, World War II",44.647449,-63.569988,true
258,0101000020E61000005A47551344C94FC05890662C9A524640,291,Henry House,1222 Barrington Street,On wall of building,Historic Sites,Halifax,Nova Scotia,"Common 19th-century urban type in local ironstone, 1834; residence of Father of Confederation, William A. Henry",44.640351,-63.570773,true
257,0101000020E61000005A47551344C94FC05890662C9A524640,290,Halifax Public Gardens,Spring Garden Road,Mounted on a pole inside entrance to the gardens on South Park Street,Historic Sites,Halifax,Nova Scotia,One of rare surviving Victorian gardens in Canada,44.642888,-63.582176,true
256,0101000020E61000005A47551344C94FC05890662C9A524640,289,Halifax Drill Hall,2667 North Park Street,<Null>,Historic Sites,Halifax,Nova Scotia,"Large, urban, Romanesque Revival drill hall for the active militia, 1895-99",44.651628,-63.587735,true
255,0101000020E61000005A47551344C94FC05890662C9A524640,288,Halifax Dockyard,Barrington and Upper Water Streets,"on Admiralty House NHSC grounds, CFB Stadacona",Historic Sites,Halifax,Nova Scotia,"Oldest dockyard in North America still in use, 1758",44.659316,-63.592579,true
253,0101000020E61000005A47551344C94FC05890662C9A524640,286,Halifax City Hall,1861 Argyle Street,In front of City Hall,Historic Sites,Halifax,Nova Scotia,"Civic symbol on Grand Parade, 1887; Second Empire style",44.648851,-63.575045,true
252,0101000020E61000005A47551344C94FC05890662C9A524640,285,Halifax Citadel,5161 George Street,<Null>,Historic Sites,Halifax,Nova Scotia,"Restored British masonry fort, 1828-56",44.647308,-63.580392,true
251,0101000020E61000005A47551344C94FC05890662C9A524640,283,Government House,1451 Barrington Street,Near driveway entrance,Historic Sites,Halifax,Nova Scotia,"Excellent, early, Palladian style vice-regal residence",44.643084,-63.57189,true
250,0101000020E61000005A47551344C94FC05890662C9A524640,282,Georges Island,<Null>,<Null>,Historic Sites,Halifax,Nova Scotia,"Harbour fortification; contains Fort Charlotte",44.641314,-63.559302,true
249,0101000020E61000005A47551344C94FC05890662C9A524640,281,Fort McNab,<Null>,Mcnab's Island,Historic Sites,Halifax,Nova Scotia,Fort built in 1889 to defend Halifax Harbour,44.60008,-63.51533,true
248,0101000020E61000005A47551344C94FC05890662C9A524640,280,Fernwood,700 Franklyn Street,<Null>,Historic Sites,Halifax,Nova Scotia,"Gothic Revival villa, circa 1860",44.626752,-63.581968,true
247,0101000020E61000005A47551344C94FC05890662C9A524640,278,D'Anville's Encampment,Bedford Highway,Rockingham Centennial Park,Historic Sites,Halifax,Nova Scotia,"Encampment of failed French expedition to recover Acadia, 1746",44.674691,-63.646597,true
246,0101000020E61000005A47551344C94FC05890662C9A524640,277,Cast Iron Façade / Coomb's Old English Shoe Store,1883-1885 Granville Street,<Null>,Historic Sites,Halifax,Nova Scotia,"Rare and early example of full cast iron façade, 1860",44.649821,-63.574741,true
245,0101000020E61000005A47551344C94FC05890662C9A524640,275,Old Burying Ground,"Barrington Street, north of Bishop Street",Near entrance,Historic Sites,Halifax,Nova Scotia,"Unique concentration of gravestone art, from 1749",44.643555,-63.572216,true
244,0101000020E61000005A47551344C94FC05890662C9A524640,274,Black-Binney House,1472 Hollis Street,On wall of house,Historic Sites,Halifax,Nova Scotia,"Palladian urban residence, 1819",44.643812,-63.571247,true
243,0101000020E61000005A47551344C94FC05890662C9A524640,273,Akins House,2151 Brunswick Street,<Null>,Historic Sites,Halifax,Nova Scotia,"Early vernacular building, circa 1815",44.653173,-63.581834,true
242,0101000020E61000005A47551344C94FC05890662C9A524640,272,Admiralty House,20 CFB Stadacona (2725 Gottingen St. at CFB Halifax),<Null>,Historic Sites,Halifax,Nova Scotia,Exceptional 1819 Palladian style naval residence,44.659497,-63.59278,true
254,0101000020E61000005A47551344C94FC05890662C9A524640,287,Halifax Court House,5250 Spring Garden Road,On wall of Court House,Historic Sites,Halifax,Nova Scotia,"Italianate court house, 1858",44.643572,-63.573756,true
1907,0101000020E61000005A47551344C94FC05890662C9A524640,3299,"Pratley, Philip Louis",<Null>,Angus L. Macdonald Bridge,Historic Persons,Halifax,Nova Scotia,Canada's foremost designer of long-span highway bridges,44.663534,-63.584921,true
312,0101000020E61000005DC47762D6C353C000A94D9CDC434640,353,Canal Lake Concrete Arch Bridge,"Centennial Park Road, southwest side of TSW bridge",<Null>,Historic Sites,Bolsover,Ontario,Early use of concrete in bridge construction,44.557997,-79.045941,true
534,0101000020E6100000B5C35F9335F451C0529B38B9DF9D4640,617,Louis S. St. Laurent,6 Principale Street South,<Null>,Historic Sites,Compton,Quebec,"Childhood home of Louis S. St. Laurent, Prime Minister of Canada, 1948-57",45.242191,-71.826126,true
730,0101000020E6100000AC39403047A35AC01B4CC3F011F14840,861,Gravelbourg Ecclesiastical Buildings,1st Avenue at Main Street,<Null>,Historic Sites,Gravelbourg,Saskatchewan,"Major cathedral, bishop's residence and convent school from Prairie Franco-Catholic colony, 1918-19",49.87215,-106.557977,true
290,0101000020E6100000B79C4B7155DC60C0D942908312DC5040,329,Fort McPherson,<Null>,<Null>,Historic Sites,Fort McPherson,Northwest Territories,"Traditional Teetl'it Gwich'in lands, Hudson's Bay Company post and mission for fifty years; first NWMP post in Wester Arctic, 1903",67.440216,-134.884751,true
442,0101000020E610000017D9CEF7531555C0E7C6F48425424740,516,Sault Ste. Marie Canal,4 Whitefish Island / 1 Canal Drive,<Null>,Historic Sites,Sault Ste. Marie,Ontario,"First electrically-powered lock, 1888-94",46.513007,-84.349479,true
441,0101000020E610000017D9CEF7531555C0E7C6F48425424740,515,Ermatinger House,831 Queen Street East,Back of property near intersection of St. Thomas and Pim Streets,Historic Sites,Sault Ste. Marie,Ontario,"Early northwest Ontario stone fur trade residence, 1814-23",46.505821,-84.324975,true
440,0101000020E610000017D9CEF7531555C0E7C6F48425424740,514,Algoma Central Engine House,Sherbourne Street,Steelton Yard,Historic Sites,Sault Ste. Marie,Ontario,"First in Canada to have internal turntable, 1912",46.524381,-84.352262,true
443,0101000020E610000017D9CEF7531555C0E7C6F48425424740,517,Whitefish Island,<Null>,<Null>,Historic Sites,Sault Ste. Marie,Ontario,Ojibwa historic site,46.510059,-84.351074,true
792,0101000020E61000003BAA9A20EA4E54C0529B38B9DF7D4540,1850,Banting House,442 Adelaide Street North,<Null>,Historic Sites,London,Ontario,Documented and recognized as the site of the defining moment of the discovery of insulin,42.989967,-81.231917,true
1731,0101000020E61000003BAA9A20EA4E54C0529B38B9DF7D4540,3123,"Labatt, John Kinder",<Null>,<Null>,Historic Persons,London,Ontario,"Took over London Brewery in 1854, began financial empire",42.977333,-81.247533,true
370,0101000020E61000003BAA9A20EA4E54C0529B38B9DF7D4540,424,Wolseley Barracks,700 Oxford Street East,entrance to the Infantry School Building,Historic Sites,London,Ontario,Important early military training and residential facility,43.000077,-81.229644,true
369,0101000020E61000003BAA9A20EA4E54C0529B38B9DF7D4540,423,Ridout Street Complex,"435, 445, 451 Ridout Street North",<Null>,Historic Sites,London,Ontario,Important group of early commercial and residential buildings,42.983807,-81.254728,true
368,0101000020E61000003BAA9A20EA4E54C0529B38B9DF7D4540,422,Middlesex County Court House,399 Ridout Street North,<Null>,Historic Sites,London,Ontario,"Castellated Gothic Revival court house, 1827-31",42.98219,-81.253975,true
161,0101000020E610000003780B24288650C08D976E1283E44640,183,Fort Jemseg,Main highway,<Null>,Historic Sites,Lower Jemseg,New Brunswick,"1659 English post, captured by Dutch in 1674",45.784275,-66.098928,true
24,0101000020E610000083FA96395D4E5CC0CFBD874B8EDB4A40,24,Fort Augustus and Fort Edmonton,Lamoureux Drive approximately 5.4 km from its intersection with Hwy 15,On north side of river 5 km. north of Lamoureux,Historic Sites,Lamoureux,Alberta,"Rival trading posts, 1795-1801; Hudson's Bay Company",53.738389,-113.197388,true
818,0101000020E6100000E960FD9FC33C53C0AB09A2EE03204640,1907,Old Hay Bay Church,2365 South Shore Road,"Lot 18, Third Concession",Historic Sites,Napanee,Ontario,Associated with settlement of Methodists and their social and political contributions,44.102267,-77.0201,true
379,0101000020E6100000E960FD9FC33C53C0AB09A2EE03204640,433,Napanee Town Hall,1 Market Square,<Null>,Historic Sites,Napanee,Ontario,"Town hall and market, 1856",44.248377,-76.950558,true
558,0101000020E61000008CBE823463CB51C0AD174339D1664740,644,Lévis Railway Station (Intercolonial),5995 Saint-Laurent Street,<Null>,Historic Sites,Lévis,Quebec,"Terminus of Intercolonial railway from Halifax, 1901",46.810185,-71.187232,true
557,0101000020E61000008CBE823463CB51C0AD174339D1664740,643,Davie Shipyard,Saint-Laurent Street,<Null>,Historic Sites,Lévis,Quebec,Historic Canadian shipyard established 1829,46.814279,-71.1851,true
554,0101000020E61000008CBE823463CB51C0AD174339D1664740,640,Lévis Forts,41 Government Road,<Null>,Historic Sites,Lévis,Quebec,Part of Québec fortification system,46.814511,-71.158072,true
1619,0101000020E61000008CBE823463CB51C0AD174339D1664740,3011,"Fréchette, Louis",St. Laurent Street,<Null>,Historic Persons,Lévis,Quebec,Leading poet of French Canada in 19th-century,46.784138,-71.196366,true
287,0101000020E6100000079964E42CC65CC0AD6EF59CF4F45040,326,Bloody Falls,<Null>,<Null>,Historic Sites,Kugluktuk,Nunavut,"Pre-contact hunting and fishing sites; records the presence of Pre-Dorset, Thule, First Nation and Inuit cultures over the past three millennia",67.749481,-115.382471,true
326,0101000020E6100000CD3B4ED1918A53C049D74CBED9FA4540,369,Victoria Hall / Cobourg Town Hall,55 King Street West,right of entrance,Historic Sites,Cobourg,Ontario,Ornate mid 19th-century multi-purpose town hall,43.959317,-78.167776,true
